institution_id,institution_name,open_to_xclerks,country_id,med_school,xclerk_interview_required
3117,Univ. of Missouri,No,235,N,N
3118,"Univ. of Missouri, Columbia",No,235,N,N
3119,"Univ. of Missouri, Columbia School of Medicine",US-Canadian,235,Y,N
3120,"Univ. of Missouri, Kansas City",No,235,N,N
3121,"Univ. of Missouri, Kansas City School of Medicine",US-Canadian,235,Y,N
3124,Univ. of Montana ,No,235,N,N
3126,Univ. of Nebraska,No,235,N,N
3128,"Univ. of Nebraska, Col. of Medicine",US-Canadian,235,Y,N
3129,"Univ. of Nebraska, Lincoln",No,235,N,N
3881,"Veracruzana Univ., Mexico",All,149,Y,Y
3132,Univ. of Nevada School of Medical Sciences ,US-Canadian,235,Y,N
3133,"Univ. of Nevada, Las Vegas",No,235,N,N
3134,"Univ. of Nevada, Reno",No,235,N,N
3136,Univ. of New Hampshire ,No,235,N,N
3138,Univ. of New Mexico,No,235,N,N
3139,Univ. of New Mexico School of Medicine ,US-Canadian,235,Y,N
3142,Univ. of North Carolina,No,235,N,N
3143,Univ. of North Carolina School of Dentistry,No,235,N,N
3144,Univ. of North Carolina School of Medicine ,US-Canadian,235,Y,N
3147,"Univ. of North Carolina, Chapel Hill",No,235,N,N
3903,"Vitebsk Medical Institute, Russia",All,188,Y,Y
3907,"Voronez Medical Institute, Russia",All,188,Y,Y
3908,"Vrije Universiteit Brussel, Belgium",All,25,Y,Y
3909,"Vrije Universiteit, Amsterdam, Netherlands",All,161,Y,Y
3152,Univ. of North Dakota School of Medicine ,US-Canadian,235,Y,N
3912,"Wakayama Medical Coll., Japan",All,118,Y,Y
3917,"Wannan Medical Coll., China",All,51,Y,Y
3157,Univ. of Northern Iowa ,No,235,N,N
3158,Univ. of Notre Dame,No,235,N,N
3161,Univ. of Oklahoma,No,235,N,N
3162,Univ. of Oklahoma Coll. of Medicine ,US-Canadian,235,Y,N
3775,"Univ. of Sherbrooke Faculty of Medicine, Canada",US-Canadian,44,Y,N
4129,"Catholic Univ. of Korea Coll. of Medicine, Korea",All,124,Y,Y
4131,Univ. of Science & Technology of China ,No,51,N,Y
4136,"King Saud Univ., Faculty of Medicine, Saudi Arabia",All,196,Y,N
4137,"Rajendra Medical Coll., Ranchi U., India",All,110,Y,N
4139,"Pontifical Xavier Univ., Bogota, Colombia",No,54,N,Y
4143,"Univ. of Thessaloniki, Greece",All,94,Y,Y
3813,"Univ. of Toronto Faculty of Medicine, Canada",US-Canadian,44,Y,N
4145,"Juan N. Corpas School of Medicine, Bogota, Colombia",All,54,Y,Y
3815,"Univ. of Toronto, Canada",No,44,N,N
3841,"Univ. of Waterloo, Canada",No,44,N,N
4160,"Second Moscow Medical Institute, Russia",All,188,Y,Y
4161,"Hassan II Univ., Casablanca, Morocco",All,155,Y,Y
4164,"Ji-Lin Medical Univ., Chang-Chun, China",All,51,Y,Y
4165,"Shanghai Col. of Traditional Chinese Medicine, China",All,51,Y,Y
4166,"Chendu Col. of Traditional Medicine, China",All,51,Y,Y
3844,"Univ. of Western Ontario Faculty of Medicine, Canada",US-Canadian,44,Y,N
3845,"Univ. of Western Ontario, Canada",No,44,N,N
4182,"Chingleput Medical Coll., Madrus U., India",All,110,Y,N
4183,"Univ of Southern Denmark, Odense U., Denmark",All,66,Y,Y
4189,"Faculty of Medical Sciences of Santa Casa, Brazil",All,35,Y,Y
4190,"China Medical Coll., Taichung, Taiwan",All,218,Y,Y
4993,"St. Louis Univ. College of Medicine, Philippines",All,180,Y,Y
4994,"St. Luke's' College of Medicine, Philippines",All,180,Y,Y
4995,"Sultan Qaboos University College of Medicine, Oman",All,173,Y,Y
668,Columbia Univ. ,No,235,N,N
4996,"Sungkyunkwan Univ. College of Medicine, South Korea",All,124,Y,Y
4997,"Tbilisi State Medical University, Georgia",All,90,Y,Y
4998,"Technical University Muenchen Faculty of Medicine, Germany",All,91,Y,N
4999,"Teikyo University School of Medicine, Japan",All,118,Y,Y
5000,"Universidad Anahuac School of Medicine, Mexico",All,149,Y,Y
5001,"Universidad de Costa Rica Faculty of Medicine, Costa Rica",All,59,Y,Y
5002,"Universidad de Navarra Faculty of Medicine, Spain",All,207,Y,Y
5003,"Universidad de Zaragoza Faculty of Medicine, Spain",All,207,Y,Y
5004,"Universidad International America, Costa Rica",All,59,Y,Y
5005,"Universidad Panamericana, Mexico",All,149,Y,Y
5006,"Universidad Peruana Cayetano Heredia Program in Medicine, Peru",All,179,Y,Y
5007,"Universita Komenskeho Faculty of Medicine, Slovakia",All,202,Y,Y
5008,"Universite de L'Etat a Liege, Belgium",All,25,Y,Y
5009,"Univ. de Pavia Faculty of Medicine, Italy",All,116,Y,Y
5010,"Univ. de Pisa Faculty of Medicine, Italy",All,116,Y,Y
682,"Concordia Univ., Canada",No,44,N,N
5011,"Universidade Estadual de Londrina, Brazil",All,35,Y,Y
5012,"University National De La Plata, Argentina",All,11,Y,Y
5013,"Univ. of Aberdeen Faculty of Medicine, United Kingdom",All,234,Y,N
5014,"University of Central America School of Medicine, Costa Rica",All,59,Y,Y
687,Contra Costa Coll.,No,235,N,N
5015,"Univ. of Dundee Faculty of Medicine, United Kingdom",All,234,Y,N
689,Cooper Union Institute of Technology,No,235,N,N
5016,"Univ. of Leicester Faculty of Medicine, United Kingdom",All,234,Y,N
5017,"University of Liberia College of Medicine, Liberia",All,132,Y,Y
5018,"Univ. of Newcastle Upon Tyne Faculty of Medicine, United Kingdom",All,234,Y,N
5019,"Univ. of Nottingham Faculty of Medicine, United Kingdom",All,234,Y,N
694,Cornell Univ. Medical Coll.,US-Canadian,235,Y,N
695,Cornell Univ.,No,235,N,N
5020,"University of San Martin Faculty of Medicine, Colombia",All,54,Y,Y
5021,"Univ. of Santo Tomas Faculty of Medicine, Philippines",All,180,Y,Y
5022,"Univ. of Southampton Faculty of Medicine, United Kingdom",All,234,Y,N
5023,"Univ. of Ulsan College of Medicine, South Korea",All,124,Y,Y
5024,"Univ. of Warwick Faculty of Medicine, United Kingdom",All,234,Y,N
5025,"University Technical De Santiago, Dominican Republic",All,69,Y,Y
5026,"Univ. Vita-Salute San Raffaele Faculty of Medicine, Italy",All,116,Y,Y
5027,"Wonkwang University School of Medicine, South Korea",All,124,Y,Y
703,Creighton Univ. School of Medicine,US-Canadian,235,Y,N
704,Creighton Univ.,No,235,N,N
340,"Calcutta National Medical Coll.-Calcutta U., India",All,110,Y,N
342,"Calcutta Univ., N.R.S. Medical Coll., India",All,110,Y,N
725,"Dalhousie Univ. Faculty of Medicine, Canada",US-Canadian,44,Y,N
726,"Dalhousie Univ., Canada",No,44,N,N
733,Dartmouth Coll. ,No,235,N,N
734,Dartmouth Medical School,US-Canadian,235,Y,N
737,Davidson Coll.,No,235,N,N
742,DC Teachers Coll. ,No,235,N,N
373,"Cambridge Univ., England",No,234,N,N
381,Capital Medical Coll. of China,All,51,Y,Y
755,Depauw Univ. ,No,235,N,N
758,Dickinson Coll. ,No,235,N,N
388,"Carl-Gustav Carus Medical Academy, Germany",All,91,Y,N
481,"Chinchow Medical Coll., China",All,51,Y,Y
482,"Chinese Academy of Science, China",All,51,Y,Y
484,"Chinese Medical School, China",All,51,Y,Y
1413,Johns Hopkins Univ.,No,235,N,N
488,"Chittagong Medical Coll., Bangladesh",All,21,Y,Y
489,"Chongqing Univ. of Medical Sciences, China",All,51,Y,Y
490,"Chonnam Univ. Medical School, South Korea",All,124,Y,Y
501,"Christian Medical Coll., Madras U., India",All,110,Y,N
502,"Christian-Albrechts Univ. Faculty of Medicine, Germany",All,91,Y,N
506,"Chulalongkorn Univ., Thailand",All,221,Y,Y
508,"Chung Shan Medical and Dental Coll., China",No,51,N,Y
509,"Chung Shan Medical Coll., China",All,51,Y,Y
511,"Chungking Medical Coll., China",All,51,Y,Y
1437,Kalamazoo Coll. ,No,235,N,N
1448,Kansas State Coll.,No,235,N,N
1478,Kenyon Coll.,No,235,N,N
1514,Knox Coll.,No,235,N,N
1555,LA Salle Univ. ,No,235,N,N
1559,Lafayette Coll. ,No,235,N,N
1564,Lake Superior State Col.,No,235,N,N
2061,New England Conservatory of Music ,No,235,N,N
2068,New Mexico State Univ. ,No,235,N,N
690,"Copernicus School of Medicine, Poland",All,182,Y,Y
2077,New York Medical Coll.,US-Canadian,235,Y,N
2083,New York Univ. School of Medicine,US-Canadian,235,Y,N
2089,New York Univ. ,No,235,N,N
709,"Cukurova Univ., Turkey",All,227,Y,Y
2098,Niagara Univ.,No,235,N,N
719,"Dacca Medical Coll., Bangladesh",All,21,Y,Y
722,"Dairen Medical Coll., China",All,51,Y,Y
2117,North Carolina State Univ. ,No,235,N,N
2132,North Texas State U.,No,235,N,N
745,"Debrecen Medical School, Hungary",All,108,Y,Y
2141,Northeastern Ohio Universities Col. of Medicine ,US-Canadian,235,Y,N
2144,Northeastern Univ. ,No,235,N,N
2145,Northern Arizona Univ. ,No,235,N,N
869,"Escola De Medicina De Valenca, Brazil",All,35,Y,Y
870,"Escola De Medicina E Cirurgia Rio De Janeiro, Brazil",All,35,Y,Y
871,"Escola Paulista De Medicina, Brazil",All,35,Y,Y
872,"Escuela Medico Militar, Mexico",All,149,Y,Y
3163,Univ. of Omaha,No,235,N,N
880,"Ewha Woman's Univ. Medical Col., South Korea",All,124,Y,Y
881,"Ewha Women's Univ., South Korea",No,124,N,Y
884,"Faculdade Estadual De Medicina Do Para, Brazil",All,35,Y,Y
885,"Faculdade Evangelica De Medicina Do Parana, Brazil",All,35,Y,Y
886,"Facultad De Odontologia Univ., Veracruz, Mexico",No,149,N,Y
887,"Faculte De Medecine Cochin-Port Royal, France",All,83,Y,Y
888,"Faculte Libre De Medecine, Lille, France",All,83,Y,Y
889,"Faculty of General Medicine in Craiova, Romania",All,187,Y,Y
890,"Faculty of Medicine of Norte De Minas-Fundacao U, Brazil",All,35,Y,Y
891,Faculty of Medicine of State of Rio De Janeiro Brazil,All,35,Y,Y
892,Faculty of Medical Sciences & Biology of Botucatu ,All,35,Y,Y
893,"Faculty of Medical Sciences of Pernambuco, Brazil",All,35,Y,Y
894,"Faculty of Medical Sciences of Santos, Brazil",All,35,Y,Y
895,"Faculty of Medicine & Paramedical Sciences, Cambodia",All,42,Y,Y
896,"Faculty of Medicine & Pharmacy of Tunis, Tunisia",All,226,Y,Y
897,"Faculty of Medicine Malades, Paris France",All,83,Y,Y
898,"Faculty of Medicine of Barbacena, Brazil",All,35,Y,Y
899,"Faculty of Medicine of Campina Grande, Brazil",All,35,Y,Y
900,"Faculty of Medicine of Campos, Brazil",All,35,Y,Y
901,"Faculty of Medicine of Catanduva, Brazil",All,35,Y,Y
902,"Faculty of Medicine of Itajuba, Brazil",All,35,Y,Y
903,"Faculty of Medicine of Jundiai, Brazil",All,35,Y,Y
904,"Faculty of Medicine of Marilia, Brazil",All,35,Y,Y
905,"Faculty of Medicine of Nova Iguacu, Brazil",All,35,Y,Y
906,"Faculty of Medicine of Pelotas, Brazil",All,35,Y,Y
907,"Faculty of Medicine of Petropolis, Brazil",All,35,Y,Y
908,"Faculty of Medicine of Santo Amaro, Brazil",All,35,Y,Y
909,"Faculty of Medicine of Taubate, Brazil",All,35,Y,Y
910,"Faculty of Medicine of Teresopolis, Brazil",All,35,Y,Y
911,"Faculty of Medicine of Toulouse, France",All,83,Y,Y
912,"Faculty of Medicine of Triangulo Mineiro, Brazil",All,35,Y,Y
925,"Fatima Jinnah Medical Coll., Punjab Univ.,Pakistan",All,174,Y,Y
931,"Federal Univ. of Rio De Janeiro Medical School, Brazil",All,35,Y,Y
940,"Federal Univ. of Minas Gerais, Brazil",All,35,Y,Y
941,"Federal Univ. of Para Fac. of Medicine, Brazil",All,35,Y,Y
943,"Federal Univ. of Parana Fac. of Medicine, Brazil",All,35,Y,Y
1037,"Fundacao Faculdade Catolica Med. School, Brazil",All,35,Y,Y
1044,"Gajra Raja Medical Coll., Jiwaji U., India",All,110,Y,N
1050,"Gandhi Medical Coll., Bhopal U., India",All,110,Y,N
1051,"Gandhi Medical Coll., Osmania U., India",All,110,Y,N
2474,Rollins Coll. ,No,235,N,N
2475,Roosevelt Univ.,No,235,N,N
2501,Rush Medical Coll.,US-Canadian,235,Y,N
1062,"Georg-August-Univ., Germany",All,91,Y,N
2507,Rutgers State Univ.,No,235,N,N
2519,Rutgers Univ.,No,235,N,N
1082,"Gifu Univ. Medical School, Japan",All,118,Y,Y
1086,"Godfrey Huggins School of Medicine, Zimbabwe",All,251,Y,Y
1097,"Government Dental Coll., Bangalore U., India",No,110,N,N
1099,"Government Medical Coll., Maharshi Dayanand U., India",All,110,Y,N
1101,"Government Medical Coll., Kashmir U., India",All,110,Y,N
1102,"Government Medical Coll., Punjab U., India",All,110,Y,N
1103,"Government Medical Coll., S. Gujarat U., India",All,110,Y,N
2541,San Diego State Univ.,No,235,N,N
2545,San Francisco State U.,No,235,N,N
1110,"Grant Medical Coll., Mumbai U., India",All,110,Y,N
2550,San Jose State Univ. ,No,235,N,N
1121,"Guangxi Medical Coll., China",All,51,Y,Y
1122,"Guangzhou Medical Coll., China",All,51,Y,Y
1127,"Gunma Univ. School of Medicine, Japan",All,118,Y,Y
1128,"Gunter Medical Coll., Andhra U., India",All,110,Y,N
1231,"Hopei Univ. of New Medicine, China",All,51,Y,Y
2847,Susquehanna Univ.,No,235,N,N
1242,"Hsiang Ya Medical Coll., China",All,51,Y,Y
1243,"Hsuchow Medical Coll., China",All,51,Y,Y
2851,Swarthmore Coll.,No,235,N,N
1246,"Humboldt-Universitat, Berlin, Germany",All,91,Y,N
1248,"Hunan Normal Univ., Coll of Med, China",All,51,Y,Y
2857,Syracuse Univ. ,No,235,N,N
1255,"Hupeh Medical Univ., Wuhan, China",All,51,Y,Y
1259,"Hyogo Coll. of Medicine, Japan",All,118,Y,Y
2890,Temple Univ. School of Medicine,US-Canadian,235,Y,N
2891,Temple Univ. ,No,235,N,N
2892,Tennessee State Univ.,No,235,N,N
2897,Texas A&M Univ. System Col. of Medicine ,US-Canadian,235,Y,N
2898,Texas A&M Univ.,No,235,N,N
1280,"Indian Institute of Technology, India",No,110,N,N
2905,Texas Southern Univ. ,No,235,N,N
2907,Texas Tech Univ. Health Science Ctr School of Medicine,US-Canadian,235,Y,N
1300,"Indira Gandhi Medical Coll., Nagpur U., India",All,110,Y,N
2948,Tougaloo Coll.,No,235,N,N
2955,Trenton State Coll.,No,235,N,N
1398,"Johann Wolfgang Goethe Univ., Frankfurt Germany",All,91,Y,N
1400,"Johannes Gutenberg-Univ. of Mainz, Germany",All,91,Y,N
3164,Univ. of Oregon,No,235,N,N
3167,Univ. of Pennsylvania,No,235,N,N
3170,Univ. of Pennsylvania School of Medicine ,US-Canadian,235,Y,N
3177,Univ. of Pittsburgh,No,235,N,N
3179,Univ. of Pittsburgh School of Medicine ,US-Canadian,235,Y,N
3185,"Univ. of Portland, OR",No,235,N,N
3186,Univ. of Puerto Rico ,No,235,N,N
1423,"Jose Maria Vargas School of Medicine, Venezuela",All,241,Y,Y
3187,Univ. of Puerto Rico School of Medicine,US-Canadian,235,Y,N
3188,"Univ. of Puerto Rico, Cayey Univ. Col.",No,235,N,N
3189,"Univ. of Puerto Rico, Mayaguez",No,235,N,N
1428,"Jundi Shapur Univ. School of Medicine, Iran",All,112,Y,Y
3191,Univ. of Puget Sound ,No,235,N,N
1430,"Juntendo Univ. School of Medicine, Japan",All,118,Y,Y
1432,"Justus-Liebig-Universitat, Giessen, Germany",All,91,Y,N
1435,"Kabul Univ., Afghanistan",All,2,Y,Y
1436,"Kagoshima Univ. School of Medicine, Japan",All,118,Y,Y
1438,"Kalinin Medical Imstitute, Russia",All,188,Y,Y
1441,"Kanazawa Univ. School of Medicine, Japan",All,118,Y,Y
1443,"Kannan School of Medicine, China",All,51,Y,Y
1445,"Kansai Medical Univ., Japan",All,118,Y,Y
3193,Univ. of Rhode Island,No,235,N,N
3195,Univ. of Richmond,No,235,N,N
3196,Univ. of Rochester ,No,235,N,N
3197,Univ. of Rochester School of Medicine and Dentistry,US-Canadian,235,Y,N
1453,"Kaohsiung Medical Coll., Taiwan",All,218,Y,Y
1454,"Karaganda Medical Institute, Russia ",All,188,Y,Y
1456,"First Faculty of Medicine, Charles Univ., Czech Republic ",All,65,Y,Y
1458,"Karolinska Institute, Sweden",All,215,Y,Y
3201,Univ. of Scranton,No,235,N,N
1462,"Katholieke Universiteit, the Netherlands",All,161,Y,Y
3203,Univ. of South Alabama Col. of Medicine,US-Canadian,235,Y,N
3204,Univ. of South Carolina,No,235,N,N
3205,Univ. of South Carolina School of Medicine ,US-Canadian,235,Y,N
1469,"Keio Univ. School of Medicine, Japan",All,118,Y,Y
1484,"Kharkov State Medical Institute, Russia",All,188,Y,Y
1485,"Khon Kaen Univ., Thailand",No,221,N,Y
1486,"Khyber Medical Coll., Univ. of Peshawar, Pakistan",All,174,Y,Y
1487,"Kiangsi Medical Coll., China",All,51,Y,Y
1488,"Kiangsu Coll. of New Medicine, China",All,51,Y,Y
1490,"Kiev Medical Institute, Russia",All,188,Y,Y
1583,Latvian State Medical School,All,129,Y,Y
1598,"Leningrad Medical Institute, Russia",All,188,Y,Y
1599,"Lenigrad State Pedi. Medical Institute, Russia",All,188,Y,Y
1606,"Liaquat Medical Coll., Pakistan",All,174,Y,Y
1620,"Limburgs Universitair Centrum, Belgium",All,25,Y,Y
1631,"Linkoping Univ. Medical School, Sweden",All,215,Y,Y
1640,"London Hospital Medical Coll., United Kingdom",All,234,Y,N
1641,"London School of Economics, England",No,234,N,N
1642,"London School of Hyg. + Tropical Medicine, England",No,234,N,N
